transaction_id,user_id,date,amount,merchant,city,txn_type,payment_method
TXN1151,U049,2022-10-19,3405.65,Myntra,Delhi,DEBIT,Netbanking
TXN1152,U030,2023-01-12,3948.91,Amazon,Hyderabad,DEBIT,UPI
TXN1153,U068,2022-05-30,4289.98,Ola,Mumbai,CREDIT,Netbanking
TXN1154,U050,2022-12-29,4446.04,Zomato,Ahmedabad,CREDIT,Card
TXN1155,U074,2022-09-24,1650.74,Swiggy,Chennai,CREDIT,Card
TXN1156,U049,2022-01-04,2710.35,Ola,Pune,DEBIT,Card
TXN1157,U044,2022-10-22,1822.69,Myntra,Mumbai,DEBIT,Card
TXN1158,U084,2023-04-16,1442.55,Uber,Hyderabad,CREDIT,UPI
TXN1159,U053,2022-06-04,3042.65,Swiggy,Kolkata,DEBIT,Card
TXN1160,U071,2022-04-19,3048.64,Myntra,Pune,CREDIT,Card
TXN1161,U027,2022-03-16,4096.66,Uber,Chennai,CREDIT,Netbanking
TXN1162,U038,2023-10-14,3343.72,Myntra,Delhi,DEBIT,Netbanking
TXN1163,U049,2023-08-26,4694.06,Uber,Kolkata,DEBIT,Card
TXN1164,U059,2022-07-18,1970.21,Myntra,Mumbai,DEBIT,Card
TXN1165,U065,2023-03-30,4224.63,Flipkart,Chennai,CREDIT,Netbanking
TXN1166,U067,2022-08-11,2557.94,Amazon,Ahmedabad,CREDIT,UPI
TXN1167,U029,2022-09-21,2837.96,BigBasket,Bangalore,CREDIT,Card
TXN1168,U076,2023-07-21,4953.92,Amazon,Delhi,DEBIT,UPI
TXN1169,U090,2023-09-04,2015.57,Swiggy,Ahmedabad,CREDIT,UPI
TXN1170,U016,2022-03-15,1194.16,Swiggy,Chennai,DEBIT,Netbanking
TXN1171,U074,2023-06-13,4913.95,Amazon,Hyderabad,DEBIT,UPI
TXN1172,U031,2023-10-18,622.52,Ola,Delhi,CREDIT,Netbanking
TXN1173,U044,2023-04-27,1061.81,Ola,Mumbai,CREDIT,Netbanking
TXN1174,U052,2023-01-20,3238.07,Ola,Hyderabad,CREDIT,UPI
TXN1175,U023,2023-01-30,1223.52,Zomato,Delhi,DEBIT,Netbanking
TXN1176,U077,2022-08-12,56.03,Flipkart,Hyderabad,CREDIT,Card
TXN1177,U100,2022-07-22,828.91,IRCTC,Kolkata,DEBIT,Card
TXN1178,U092,2023-11-13,672.76,Uber,Pune,DEBIT,Netbanking
TXN1179,U090,2022-10-29,4173.4,Amazon,Kolkata,CREDIT,UPI
TXN1180,U072,2022-04-15,2792.03,Swiggy,Chennai,DEBIT,UPI
TXN1181,U015,2023-10-17,4592.33,Amazon,Hyderabad,CREDIT,Netbanking
TXN1182,U023,2023-10-25,2879.78,Swiggy,Delhi,CREDIT,UPI
TXN1183,U090,2022-09-27,2188.49,Myntra,Delhi,DEBIT,Netbanking
TXN1184,U097,2023-06-12,4875.43,Uber,Kolkata,DEBIT,UPI
TXN1185,U006,2023-01-12,4829.93,IRCTC,Pune,DEBIT,Card
TXN1186,U086,2022-04-26,4269.93,Swiggy,Delhi,DEBIT,UPI
TXN1187,U019,2023-08-05,4704.56,Ola,Delhi,CREDIT,UPI
TXN1188,U001,2022-04-26,3722.08,Myntra,Kolkata,CREDIT,Netbanking
TXN1189,U037,2023-01-21,12.35,Myntra,Delhi,CREDIT,Netbanking
TXN1190,U050,2022-12-31,3698.12,Uber,Kolkata,CREDIT,Card
TXN1191,U014,2022-10-31,2427.6,Swiggy,Pune,DEBIT,UPI
TXN1192,U096,2023-06-16,673.12,Zomato,Delhi,CREDIT,Card
TXN1193,U020,2022-04-30,1586.95,Zomato,Ahmedabad,CREDIT,Netbanking
TXN1194,U050,2022-10-04,3536.97,Amazon,Kolkata,CREDIT,UPI
TXN1195,U054,2022-09-20,2576.87,Zomato,Delhi,CREDIT,Netbanking
TXN1196,U023,2023-05-09,4837.11,Ola,Hyderabad,CREDIT,Card
TXN1197,U003,2023-04-18,391.28,BigBasket,Bangalore,DEBIT,UPI
TXN1198,U083,2023-12-14,144.77,BigBasket,Chennai,DEBIT,Netbanking
TXN1199,U073,2022-01-23,3142.72,Ola,Kolkata,CREDIT,Netbanking
TXN1200,U059,2022-12-22,4567.05,Ola,Hyderabad,CREDIT,Netbanking
TXN1201,U083,2022-02-15,3256.16,Uber,Mumbai,DEBIT,Card
TXN1202,U069,2023-08-25,2461.58,Zomato,Pune,DEBIT,Card
TXN1203,U099,2023-03-02,400.26,Myntra,Pune,DEBIT,Netbanking
TXN1204,U073,2023-01-17,1383.91,Myntra,Hyderabad,DEBIT,UPI
TXN1205,U067,2023-06-26,28.75,Zomato,Ahmedabad,CREDIT,UPI
TXN1206,U026,2023-05-28,2552.64,Swiggy,Pune,DEBIT,Netbanking
TXN1207,U055,2022-06-22,696.32,Ola,Mumbai,DEBIT,Netbanking
TXN1208,U052,2022-01-12,1883.84,Ola,Hyderabad,DEBIT,UPI
TXN1209,U019,2022-04-29,4509.6,Amazon,Pune,DEBIT,UPI
TXN1210,U071,2023-08-01,2309.8,Uber,Kolkata,DEBIT,UPI
TXN1211,U075,2022-11-16,2226.1,Swiggy,Bangalore,DEBIT,Netbanking
TXN1212,U019,2023-09-03,595.28,Ola,Pune,CREDIT,Card
TXN1213,U084,2022-02-24,2978.4,Myntra,Chennai,CREDIT,Netbanking
TXN1214,U074,2023-01-24,3276.32,Uber,Chennai,DEBIT,UPI
TXN1215,U028,2022-10-20,1557.53,BigBasket,Pune,CREDIT,Card
TXN1216,U093,2023-11-10,2031.52,IRCTC,Pune,CREDIT,Netbanking
TXN1217,U048,2023-03-31,1199.91,Myntra,Mumbai,CREDIT,Card
TXN1218,U069,2022-05-07,2484.59,Uber,Mumbai,CREDIT,Netbanking
TXN1219,U019,2022-04-29,1013.14,Myntra,Hyderabad,CREDIT,Card
TXN1220,U027,2023-12-03,2299.55,IRCTC,Kolkata,CREDIT,Card
TXN1221,U044,2023-09-04,4735.04,Ola,Pune,CREDIT,Netbanking
TXN1222,U056,2023-07-02,1755.88,Ola,Hyderabad,CREDIT,Netbanking
TXN1223,U077,2023-10-12,668.9,Ola,Bangalore,CREDIT,UPI
TXN1224,U086,2023-06-12,1868.51,Uber,Pune,CREDIT,Card
TXN1225,U044,2022-01-24,1219.03,Zomato,Pune,DEBIT,UPI
TXN1226,U075,2022-11-07,1822.74,Swiggy,Kolkata,CREDIT,Card
TXN1227,U081,2022-08-26,2891.79,Myntra,Kolkata,DEBIT,Netbanking
TXN1228,U092,2022-10-23,2982.87,Flipkart,Bangalore,CREDIT,UPI
TXN1229,U024,2023-09-21,3215.11,BigBasket,Mumbai,DEBIT,UPI
TXN1230,U025,2022-08-07,831.51,IRCTC,Pune,DEBIT,Netbanking
TXN1231,U088,2022-04-27,2319.41,Swiggy,Hyderabad,DEBIT,UPI
TXN1232,U086,2022-11-08,4631.62,Uber,Mumbai,CREDIT,Card
TXN1233,U044,2022-06-24,4405.63,BigBasket,Mumbai,DEBIT,Netbanking
TXN1234,U039,2023-06-06,4649.35,Swiggy,Pune,DEBIT,UPI
TXN1235,U026,2022-07-22,3433.69,Zomato,Pune,CREDIT,Netbanking
TXN1236,U037,2022-10-16,2374.51,IRCTC,Ahmedabad,DEBIT,Netbanking
TXN1237,U030,2022-09-03,661.04,Swiggy,Delhi,CREDIT,UPI
TXN1238,U001,2022-07-13,339.67,Myntra,Chennai,CREDIT,UPI
TXN1239,U051,2022-06-19,941.97,BigBasket,Ahmedabad,DEBIT,Netbanking
TXN1240,U084,2022-01-12,1968.09,IRCTC,Kolkata,CREDIT,Netbanking
TXN1241,U097,2023-04-11,2737.45,IRCTC,Delhi,DEBIT,UPI
TXN1242,U098,2023-08-28,2182.79,Swiggy,Delhi,CREDIT,Card
TXN1243,U015,2023-04-02,3982.2,Ola,Chennai,CREDIT,Card
TXN1244,U065,2023-06-17,982.0,IRCTC,Mumbai,DEBIT,Netbanking
TXN1245,U003,2023-01-14,3017.73,Flipkart,Kolkata,CREDIT,Netbanking
TXN1246,U094,2022-07-08,3139.16,Myntra,Delhi,DEBIT,Card
TXN1247,U014,2022-04-26,1166.96,Zomato,Kolkata,CREDIT,Card
TXN1248,U040,2023-07-16,4674.22,Ola,Hyderabad,DEBIT,Card
TXN1249,U018,2022-06-13,3485.97,BigBasket,Ahmedabad,CREDIT,Card
TXN1250,U013,2022-06-07,2512.3,Ola,Kolkata,CREDIT,UPI
TXN1251,U005,2023-11-12,2572.51,Ola,Bangalore,CREDIT,Netbanking
TXN1252,U026,2022-06-24,2098.47,Swiggy,Pune,DEBIT,UPI
TXN1253,U034,2023-03-17,1042.85,Uber,Chennai,CREDIT,Card
TXN1254,U053,2022-06-02,2056.68,BigBasket,Ahmedabad,CREDIT,Card
TXN1255,U009,2022-06-30,1290.04,IRCTC,Pune,DEBIT,Card
TXN1256,U083,2022-01-29,2579.26,Uber,Chennai,CREDIT,Netbanking
TXN1257,U048,2023-08-01,1415.97,Uber,Kolkata,DEBIT,Netbanking
TXN1258,U040,2023-02-22,1325.89,IRCTC,Mumbai,DEBIT,Card
TXN1259,U048,2022-03-02,2858.04,Amazon,Mumbai,CREDIT,UPI
TXN1260,U027,2022-09-10,1746.56,Ola,Bangalore,DEBIT,Card
TXN1261,U100,2023-12-28,4222.45,IRCTC,Pune,CREDIT,UPI
TXN1262,U006,2023-12-20,3431.14,Uber,Pune,CREDIT,Card
TXN1263,U057,2022-10-23,864.25,IRCTC,Ahmedabad,CREDIT,Card
TXN1264,U039,2022-09-25,2736.14,Amazon,Ahmedabad,CREDIT,UPI
TXN1265,U089,2022-12-07,66.8,Swiggy,Bangalore,CREDIT,UPI
TXN1266,U063,2022-02-03,845.51,Swiggy,Pune,DEBIT,Card
TXN1267,U036,2022-08-12,85.48,BigBasket,Hyderabad,DEBIT,UPI
TXN1268,U090,2023-09-16,599.06,Uber,Bangalore,DEBIT,UPI
TXN1269,U058,2022-10-01,1933.28,BigBasket,Kolkata,DEBIT,Netbanking
TXN1270,U018,2023-06-26,1966.15,Ola,Bangalore,CREDIT,Card
TXN1271,U097,2022-05-07,687.22,IRCTC,Mumbai,CREDIT,Card
TXN1272,U069,2023-04-25,3840.86,Flipkart,Ahmedabad,CREDIT,UPI
TXN1273,U083,2022-10-10,4064.45,Swiggy,Pune,DEBIT,Netbanking
TXN1274,U063,2022-12-10,1426.95,Swiggy,Pune,CREDIT,Netbanking
TXN1275,U077,2023-03-23,949.4,BigBasket,Bangalore,DEBIT,Netbanking
TXN1276,U073,2023-07-10,2460.76,IRCTC,Ahmedabad,DEBIT,Netbanking
TXN1277,U096,2022-02-19,3656.32,Myntra,Kolkata,DEBIT,Card
TXN1278,U074,2022-01-30,4118.62,Myntra,Kolkata,DEBIT,Card
TXN1279,U095,2022-07-23,1461.37,Ola,Mumbai,CREDIT,Netbanking
TXN1280,U041,2023-09-06,3039.96,Myntra,Hyderabad,CREDIT,UPI
TXN1281,U097,2023-02-10,2627.67,IRCTC,Bangalore,DEBIT,Card
TXN1282,U020,2022-03-15,4443.88,Ola,Mumbai,DEBIT,Netbanking
TXN1283,U065,2023-04-06,4972.86,Myntra,Pune,DEBIT,Card
TXN1284,U025,2022-10-30,3430.74,Swiggy,Hyderabad,DEBIT,UPI
TXN1285,U003,2022-05-31,2213.7,Zomato,Chennai,DEBIT,UPI
TXN1286,U070,2022-08-27,1488.32,Zomato,Mumbai,DEBIT,Netbanking
TXN1287,U010,2023-08-24,725.08,Uber,Mumbai,DEBIT,Netbanking
TXN1288,U030,2023-05-08,2295.69,Myntra,Ahmedabad,CREDIT,UPI
TXN1289,U071,2023-05-08,4272.6,Ola,Kolkata,DEBIT,Card
TXN1290,U041,2022-06-21,521.84,Uber,Bangalore,DEBIT,Card
TXN1291,U006,2023-04-23,2089.53,Flipkart,Pune,CREDIT,Netbanking
TXN1292,U029,2023-02-18,459.03,BigBasket,Bangalore,DEBIT,Netbanking
TXN1293,U088,2022-11-22,3900.3,Flipkart,Chennai,DEBIT,Card
TXN1294,U026,2022-03-31,815.35,BigBasket,Bangalore,CREDIT,UPI
TXN1295,U063,2022-08-15,2333.43,Ola,Pune,CREDIT,Netbanking
TXN1296,U008,2022-05-06,1035.47,Zomato,Hyderabad,DEBIT,Card
TXN1297,U037,2023-05-25,2385.18,Flipkart,Pune,CREDIT,Card
TXN1298,U034,2023-03-04,127.63,Myntra,Kolkata,DEBIT,Card
TXN1299,U026,2022-11-26,1178.44,Swiggy,Bangalore,DEBIT,Netbanking
TXN1300,U066,2022-03-19,4019.99,Ola,Kolkata,CREDIT,UPI
TXN1301,U082,2023-03-01,4631.05,Ola,Kolkata,CREDIT,Card
TXN1302,U065,2023-01-23,1527.66,Ola,Pune,CREDIT,UPI
TXN1303,U097,2023-06-14,513.15,BigBasket,Bangalore,DEBIT,UPI
TXN1304,U095,2023-07-12,749.84,Ola,Chennai,CREDIT,UPI
TXN1305,U054,2023-06-26,3226.91,BigBasket,Hyderabad,CREDIT,UPI
TXN1306,U058,2022-11-21,3474.68,Myntra,Pune,CREDIT,Card
TXN1307,U097,2022-05-22,4944.58,Ola,Delhi,DEBIT,UPI
TXN1308,U052,2022-03-29,4688.32,Amazon,Chennai,DEBIT,Netbanking
TXN1309,U007,2022-05-09,2854.28,BigBasket,Mumbai,CREDIT,UPI
TXN1310,U022,2022-09-15,3012.34,Amazon,Hyderabad,DEBIT,Card
TXN1311,U037,2022-08-09,2427.3,Flipkart,Chennai,DEBIT,Netbanking
TXN1312,U025,2022-04-25,1991.55,IRCTC,Hyderabad,CREDIT,UPI
TXN1313,U099,2022-12-13,2599.02,BigBasket,Kolkata,DEBIT,Netbanking
TXN1314,U070,2023-06-22,4033.56,IRCTC,Chennai,CREDIT,UPI
TXN1315,U050,2023-02-02,4586.29,Swiggy,Delhi,CREDIT,UPI
TXN1316,U022,2022-02-11,4297.58,Uber,Pune,CREDIT,Card
TXN1317,U097,2023-11-08,1025.94,Amazon,Chennai,DEBIT,Card
TXN1318,U085,2023-11-16,3228.8,Amazon,Pune,CREDIT,Netbanking
TXN1319,U083,2022-01-05,1554.35,Zomato,Delhi,DEBIT,UPI
TXN1320,U091,2022-10-15,320.05,Zomato,Mumbai,CREDIT,UPI
TXN1321,U050,2023-02-11,2686.66,Flipkart,Bangalore,CREDIT,Card
TXN1322,U078,2023-09-24,4137.57,IRCTC,Kolkata,DEBIT,UPI
TXN1323,U094,2022-01-06,4348.73,Swiggy,Hyderabad,CREDIT,Card
TXN1324,U009,2023-05-09,4496.62,Zomato,Mumbai,DEBIT,Card
TXN1325,U082,2023-02-18,4060.61,Myntra,Ahmedabad,CREDIT,UPI
TXN1326,U013,2022-10-13,559.66,IRCTC,Chennai,CREDIT,UPI
TXN1327,U075,2023-05-13,1774.26,Amazon,Ahmedabad,CREDIT,UPI
TXN1328,U073,2023-11-20,4411.27,Ola,Ahmedabad,DEBIT,Card
TXN1329,U003,2022-11-20,1264.39,Flipkart,Ahmedabad,DEBIT,Card
TXN1330,U049,2023-01-04,4141.87,BigBasket,Mumbai,CREDIT,Netbanking
TXN1331,U061,2022-10-02,1036.14,Myntra,Pune,CREDIT,Netbanking
TXN1332,U026,2023-12-25,2705.48,Flipkart,Mumbai,DEBIT,Card
TXN1333,U080,2022-01-17,2920.7,BigBasket,Chennai,CREDIT,Card
TXN1334,U055,2023-05-28,2519.23,Flipkart,Mumbai,CREDIT,Card
TXN1335,U054,2022-02-23,4723.58,Uber,Chennai,DEBIT,Card
TXN1336,U007,2022-08-11,1943.94,Amazon,Pune,CREDIT,Card
TXN1337,U077,2022-11-19,1714.5,Flipkart,Hyderabad,CREDIT,Card
TXN1338,U060,2023-05-12,2503.74,Myntra,Pune,DEBIT,Netbanking
TXN1339,U091,2022-01-14,4323.75,Zomato,Bangalore,CREDIT,Card
TXN1340,U078,2023-10-23,60.89,Myntra,Bangalore,CREDIT,Netbanking
TXN1341,U060,2023-03-25,4309.26,Swiggy,Hyderabad,CREDIT,Netbanking
TXN1342,U016,2022-03-14,4433.25,IRCTC,Mumbai,DEBIT,UPI
TXN1343,U001,2022-05-25,4500.47,Amazon,Hyderabad,DEBIT,UPI
TXN1344,U065,2023-03-05,4547.02,IRCTC,Ahmedabad,CREDIT,UPI
TXN1345,U034,2023-11-06,1150.36,Zomato,Kolkata,DEBIT,UPI
TXN1346,U021,2023-02-02,1873.02,Myntra,Chennai,DEBIT,UPI
TXN1347,U041,2022-06-25,4428.64,Uber,Pune,CREDIT,Card
TXN1348,U057,2023-09-23,3318.54,Flipkart,Mumbai,CREDIT,UPI
TXN1349,U012,2022-11-27,580.85,Amazon,Kolkata,CREDIT,Card
TXN1350,U059,2023-03-25,1057.31,Uber,Chennai,CREDIT,Card
TXN1351,U032,2022-01-10,2847.69,Uber,Mumbai,CREDIT,Netbanking
TXN1352,U039,2023-08-03,327.96,Uber,Chennai,DEBIT,UPI
TXN1353,U044,2023-06-14,2131.15,Myntra,Kolkata,CREDIT,UPI
TXN1354,U022,2022-07-13,4653.25,IRCTC,Kolkata,CREDIT,UPI
TXN1355,U095,2022-04-27,3929.01,BigBasket,Delhi,DEBIT,Netbanking
TXN1356,U049,2023-03-13,2274.42,Myntra,Mumbai,CREDIT,Card
TXN1357,U043,2023-08-29,444.25,Swiggy,Pune,DEBIT,Netbanking
TXN1358,U078,2023-01-03,650.13,Flipkart,Delhi,DEBIT,Netbanking
TXN1359,U040,2023-07-07,3175.03,BigBasket,Ahmedabad,DEBIT,Netbanking
TXN1360,U084,2022-11-01,2396.49,Flipkart,Ahmedabad,CREDIT,UPI
TXN1361,U070,2023-03-13,430.28,Uber,Kolkata,CREDIT,Netbanking
TXN1362,U073,2023-10-31,4979.44,Uber,Chennai,DEBIT,Card
TXN1363,U009,2022-10-22,3187.34,Myntra,Chennai,DEBIT,UPI
TXN1364,U025,2023-04-11,641.75,IRCTC,Kolkata,DEBIT,Card
TXN1365,U050,2023-08-10,220.06,Flipkart,Kolkata,DEBIT,UPI
TXN1366,U011,2022-10-21,3006.0,Myntra,Pune,DEBIT,Netbanking
TXN1367,U061,2022-01-04,630.57,Ola,Pune,DEBIT,UPI
TXN1368,U056,2023-11-05,648.34,Myntra,Ahmedabad,DEBIT,Card
TXN1369,U013,2023-03-06,4513.33,BigBasket,Pune,DEBIT,Card
TXN1370,U051,2023-10-21,4436.74,IRCTC,Mumbai,CREDIT,Card
TXN1371,U017,2023-09-09,1433.06,Amazon,Ahmedabad,DEBIT,Card
TXN1372,U041,2022-04-21,3445.56,Zomato,Bangalore,CREDIT,Netbanking
TXN1373,U066,2023-04-01,1777.6,Flipkart,Mumbai,DEBIT,Netbanking
TXN1374,U007,2022-10-17,4571.5,Amazon,Delhi,DEBIT,Netbanking
TXN1375,U043,2023-06-20,3370.93,Ola,Chennai,CREDIT,Netbanking
TXN1376,U071,2023-09-23,2328.68,Uber,Kolkata,DEBIT,Card
TXN1377,U033,2023-01-14,3323.31,Myntra,Ahmedabad,CREDIT,Card
TXN1378,U048,2023-09-08,1240.3,Swiggy,Hyderabad,CREDIT,UPI
TXN1379,U043,2022-03-12,3029.01,Swiggy,Ahmedabad,CREDIT,Card
TXN1380,U023,2023-06-06,363.63,Zomato,Hyderabad,DEBIT,UPI
TXN1381,U032,2022-09-18,4589.31,Uber,Hyderabad,CREDIT,UPI
TXN1382,U024,2022-01-11,479.63,Swiggy,Kolkata,DEBIT,UPI
TXN1383,U077,2022-05-11,2134.56,Swiggy,Kolkata,CREDIT,Netbanking
TXN1384,U009,2023-11-19,1542.9,Uber,Pune,CREDIT,Card
TXN1385,U045,2023-10-19,4446.83,Swiggy,Ahmedabad,DEBIT,Netbanking
TXN1386,U063,2023-07-26,1684.66,Swiggy,Kolkata,DEBIT,Netbanking
TXN1387,U013,2022-12-29,2918.21,Amazon,Bangalore,CREDIT,Card
TXN1388,U089,2023-11-15,1066.02,Flipkart,Kolkata,DEBIT,Card
TXN1389,U037,2022-07-08,3894.53,Swiggy,Kolkata,CREDIT,UPI
TXN1390,U050,2023-11-12,2008.68,BigBasket,Hyderabad,CREDIT,UPI
TXN1391,U080,2022-01-28,3013.25,Amazon,Hyderabad,CREDIT,UPI
TXN1392,U083,2023-07-20,1148.22,BigBasket,Mumbai,CREDIT,Card
TXN1393,U046,2023-06-17,964.54,Amazon,Hyderabad,DEBIT,Netbanking
TXN1394,U037,2022-12-30,2008.27,Flipkart,Pune,DEBIT,Netbanking
TXN1395,U067,2022-11-27,560.36,IRCTC,Hyderabad,DEBIT,Netbanking
TXN1396,U009,2023-09-02,4452.05,Swiggy,Hyderabad,DEBIT,UPI
TXN1397,U006,2023-09-13,2470.93,Myntra,Ahmedabad,DEBIT,UPI
TXN1398,U079,2023-04-10,2783.43,Ola,Ahmedabad,DEBIT,UPI
TXN1399,U085,2023-03-25,4714.25,Zomato,Mumbai,CREDIT,Netbanking
TXN1400,U006,2022-04-27,3468.72,Ola,Kolkata,CREDIT,UPI
TXN1401,U016,2022-09-27,2192.87,Uber,Kolkata,CREDIT,UPI
TXN1402,U095,2022-10-14,4113.23,Amazon,Chennai,CREDIT,Card
TXN1403,U011,2023-01-14,1244.85,BigBasket,Chennai,CREDIT,Netbanking
TXN1404,U081,2022-01-28,1984.18,IRCTC,Pune,CREDIT,Card
TXN1405,U006,2022-04-09,4240.44,Ola,Chennai,DEBIT,Card
TXN1406,U029,2023-08-02,4240.66,IRCTC,Mumbai,CREDIT,UPI
TXN1407,U043,2022-08-09,3893.96,BigBasket,Kolkata,CREDIT,UPI
TXN1408,U034,2023-07-10,3004.44,BigBasket,Hyderabad,DEBIT,Card
TXN1409,U022,2022-08-29,1450.4,BigBasket,Kolkata,DEBIT,UPI
TXN1410,U054,2023-08-24,2484.12,Amazon,Delhi,DEBIT,Card
TXN1411,U077,2022-11-05,4019.38,Flipkart,Hyderabad,DEBIT,UPI
TXN1412,U082,2023-11-11,3499.15,BigBasket,Kolkata,DEBIT,Netbanking
TXN1413,U039,2023-11-21,2850.22,IRCTC,Delhi,CREDIT,Netbanking
TXN1414,U010,2022-07-03,4278.39,Zomato,Bangalore,DEBIT,Card
TXN1415,U071,2022-07-31,290.91,IRCTC,Ahmedabad,DEBIT,Netbanking
TXN1416,U072,2022-07-21,4570.97,IRCTC,Hyderabad,DEBIT,Card
TXN1417,U060,2023-06-22,1908.41,Myntra,Chennai,DEBIT,UPI
TXN1418,U019,2023-04-11,3348.75,Myntra,Mumbai,CREDIT,Card
TXN1419,U073,2022-05-21,4330.42,Flipkart,Delhi,CREDIT,UPI
TXN1420,U089,2023-09-20,4456.59,Flipkart,Chennai,CREDIT,Netbanking
TXN1421,U037,2023-01-14,4674.38,IRCTC,Hyderabad,DEBIT,UPI
TXN1422,U001,2023-08-17,3542.09,Amazon,Ahmedabad,DEBIT,Card
TXN1423,U099,2023-06-09,4081.25,IRCTC,Hyderabad,CREDIT,Netbanking
TXN1424,U019,2023-05-05,3382.8,Flipkart,Ahmedabad,DEBIT,Netbanking
TXN1425,U025,2022-03-10,1687.87,Ola,Ahmedabad,CREDIT,Card
TXN1426,U091,2022-09-04,4652.61,IRCTC,Kolkata,DEBIT,Netbanking
TXN1427,U026,2023-01-22,4400.73,Uber,Hyderabad,DEBIT,UPI
TXN1428,U034,2022-04-21,876.55,Swiggy,Hyderabad,CREDIT,Netbanking
TXN1429,U068,2023-08-17,4532.67,Flipkart,Mumbai,CREDIT,Card
TXN1430,U092,2022-09-02,4764.87,BigBasket,Mumbai,CREDIT,Card
TXN1431,U038,2023-03-09,567.43,Myntra,Delhi,CREDIT,Netbanking
TXN1432,U051,2022-12-07,771.95,IRCTC,Bangalore,DEBIT,Netbanking
TXN1433,U081,2023-05-09,3189.87,Myntra,Pune,DEBIT,Netbanking
TXN1434,U086,2022-08-23,728.82,Zomato,Kolkata,DEBIT,UPI
TXN1435,U098,2022-09-24,4300.08,BigBasket,Hyderabad,DEBIT,Card
TXN1436,U052,2022-11-26,2106.32,Ola,Chennai,DEBIT,UPI
TXN1437,U005,2022-09-06,4210.23,Myntra,Delhi,DEBIT,Card
TXN1438,U076,2022-02-01,3459.92,Amazon,Kolkata,DEBIT,UPI
TXN1439,U099,2023-12-15,4967.72,Ola,Mumbai,CREDIT,Card
TXN1440,U044,2022-01-07,2191.05,IRCTC,Bangalore,CREDIT,Netbanking
TXN1441,U028,2022-11-13,2251.79,Swiggy,Mumbai,CREDIT,Card
TXN1442,U074,2022-10-24,2391.0,BigBasket,Kolkata,CREDIT,Netbanking
TXN1443,U008,2022-07-27,2034.45,Zomato,Chennai,DEBIT,Card
TXN1444,U041,2023-10-16,1392.36,Swiggy,Delhi,DEBIT,Netbanking
TXN1445,U048,2022-11-06,2730.52,Ola,Mumbai,CREDIT,Netbanking
TXN1446,U012,2023-07-26,4200.2,IRCTC,Kolkata,CREDIT,Card
TXN1447,U099,2022-07-20,979.32,IRCTC,Delhi,DEBIT,Card
TXN1448,U003,2023-07-15,4177.72,Flipkart,Hyderabad,CREDIT,UPI
TXN1449,U030,2022-09-07,2399.74,Swiggy,Kolkata,CREDIT,Netbanking
TXN1450,U016,2022-04-14,2147.71,Swiggy,Pune,CREDIT,Netbanking
TXN1451,U029,2022-04-23,1718.92,Myntra,Delhi,CREDIT,Netbanking
TXN1452,U076,2023-07-25,1462.81,Swiggy,Hyderabad,CREDIT,Card
TXN1453,U035,2022-07-31,660.68,Ola,Ahmedabad,DEBIT,Netbanking
TXN1454,U074,2023-11-27,2845.11,Uber,Chennai,CREDIT,Netbanking
TXN1455,U011,2022-10-08,2397.87,Uber,Hyderabad,CREDIT,Card
TXN1456,U063,2023-04-23,2327.76,Myntra,Ahmedabad,CREDIT,Card
TXN1457,U083,2023-01-05,2351.88,Swiggy,Chennai,DEBIT,UPI
TXN1458,U072,2022-02-14,2587.11,IRCTC,Pune,DEBIT,Netbanking
TXN1459,U019,2022-07-05,2337.16,IRCTC,Chennai,CREDIT,UPI
TXN1460,U042,2023-03-23,2960.57,Zomato,Delhi,DEBIT,Card
TXN1461,U077,2022-03-02,3525.18,Flipkart,Kolkata,CREDIT,Netbanking
TXN1462,U062,2022-09-03,3627.36,Myntra,Ahmedabad,DEBIT,Netbanking
TXN1463,U010,2022-09-08,2893.63,Uber,Delhi,CREDIT,Netbanking
TXN1464,U080,2023-10-22,4695.7,Amazon,Mumbai,DEBIT,Card
TXN1465,U035,2022-03-30,4136.71,Myntra,Hyderabad,DEBIT,UPI
TXN1466,U023,2023-08-05,1987.84,Zomato,Mumbai,DEBIT,UPI
TXN1467,U089,2023-06-17,2927.32,IRCTC,Ahmedabad,CREDIT,Card
TXN1468,U091,2023-12-23,2969.75,Ola,Delhi,DEBIT,Netbanking
TXN1469,U082,2022-04-25,2784.52,Flipkart,Mumbai,CREDIT,UPI
TXN1470,U038,2022-07-06,1788.04,Myntra,Chennai,DEBIT,Netbanking
TXN1471,U084,2023-01-18,3556.48,Zomato,Delhi,DEBIT,Card
TXN1472,U052,2022-08-10,2819.39,Ola,Delhi,CREDIT,Card
TXN1473,U084,2022-01-15,3490.84,Uber,Chennai,CREDIT,UPI
TXN1474,U025,2022-12-12,2355.02,Zomato,Ahmedabad,CREDIT,UPI
TXN1475,U100,2023-03-17,4233.36,Uber,Bangalore,CREDIT,Netbanking
TXN1476,U004,2023-10-04,3161.16,Myntra,Kolkata,CREDIT,Netbanking
TXN1477,U009,2022-07-13,2484.15,BigBasket,Mumbai,DEBIT,Netbanking
TXN1478,U018,2022-12-11,1741.08,IRCTC,Mumbai,CREDIT,Card
TXN1479,U050,2023-07-08,1686.5,Flipkart,Chennai,DEBIT,Card
TXN1480,U025,2022-11-17,1984.24,Flipkart,Chennai,CREDIT,Card
TXN1481,U087,2022-12-23,2299.04,Uber,Kolkata,DEBIT,UPI
